tag,title,author,publisher,pub_date,price,rating,rating_people,url
小说,冰与火之歌（卷一）,[美] 乔治·R. R. 马丁,重庆出版社,2005-5,68.00元,9.3,38283,https://book.douban.com/subject/1336330/
小说,失明症漫记,[葡] 若泽·萨拉马戈,河南文艺出版社,2022-8,66,8.9,27702,https://book.douban.com/subject/35984787/
小说,狮子之家的点心日,[日] 小川糸,湖南文艺出版社,2021-4-9,49.80,7.9,9363,https://book.douban.com/subject/35390395/
小说,闪闪发光的人生,[日]小川糸,湖南文艺出版社,2019-1-31,48.00元,7.4,14256,https://book.douban.com/subject/30255971/
小说,时空旅行者的沙漏,[日] 方丈贵惠,新星出版社,2021-5,48.00,7.5,7917,https://book.douban.com/subject/35430467/
小说,如梦令,何大草,上海文艺出版社,2026-1,49.00,6.6,39,https://book.douban.com/subject/38218963/
小说,背叛,豆豆,作家出版社,2025-10,58.00元,7.1,197,https://book.douban.com/subject/37651612/
小说,重力小丑,[日] 伊坂幸太郎,新星出版社,2015-4,35.00,8.2,9991,https://book.douban.com/subject/26359751/
小说,甲申前夜·大晦,刘鹤,中华书局,2024-4,78.00元,8.1,915,https://book.douban.com/subject/36897341/
小说,被杀死的真理子,[日] 今村昌弘,北京联合出版公司,2025-11,56,6.3,687,https://book.douban.com/subject/37360862/
小说,猴与虎,[荷] 高罗佩,上海译文出版社,2026-4,35,8.1,14,https://book.douban.com/subject/38228857/
小说,呐喊,鲁迅,人民文学出版社,1973-3,0.36元,9.2,178183,https://book.douban.com/subject/1449351/
小说,密室殺人ゲーム王手飛車取り,[日] 歌野晶午,講談社,2007年01月,"JPY1,040円（税込）",7.7,848,https://book.douban.com/subject/3622900/
小说,密室殺人ゲーム2.0,[日] 歌野晶午,講談社,2009-8,"1,155円（税込）",8.3,757,https://book.douban.com/subject/4111906/
小说,光明王,[美] 罗杰·泽拉兹尼,北京联合出版公司,2015-3-15,49.90元,8.5,4449,https://book.douban.com/subject/25891911/
小说,老实人,[法] 伏尔泰,上海译文出版社,2017-8,32.00元,8.3,2214,https://book.douban.com/subject/27108920/
小说,黄金时代,王小波,北京十月文艺出版社,2021-6,59.00元,9.0,6031,https://book.douban.com/subject/34947576/
小说,黑麦奇案,[英] 阿加莎·克里斯蒂,新星出版社,2018-4,39.00,7.8,4160,https://book.douban.com/subject/30174285/
小说,我是钱,郑渊洁,郑渊洁,太白文艺出版社,2024-9,8.5,91,https://book.douban.com/subject/37042832/
小说,恶意,[日] 东野圭吾,南海出版公司,2009-6,18.00,8.5,243515,https://book.douban.com/subject/3646172/
小说,南方与北方,[英] 伊丽莎白·盖斯凯尔,文汇出版社,2026-2-5,69.00元,8.6,188,https://book.douban.com/subject/37480330/
小说,大哥（上）,Priest,上海人民美术出版社,2016-3-1,CNY 32.00,8.3,7906,https://book.douban.com/subject/26780911/
小说,白雪猪头,苏童,上海文艺出版社,2012-8,30.00元,8.4,1142,https://book.douban.com/subject/11591743/
小说,苔蕾丝·德斯盖鲁,[法] 弗朗索瓦·莫里亚克,江苏凤凰文艺出版社,2023-11,52,8.5,1239,https://book.douban.com/subject/36432528/
小说,东方快车谋杀案,[英]阿加莎·克里斯蒂,新星出版社,2025-5,65.00元,9.2,38,https://book.douban.com/subject/37342889/
小说,加缪文集,[法] 阿尔贝·加缪,崔征、罗文钰、沈逸舟、宋傲,浙江人民出版社,218.00元,,57,https://book.douban.com/subject/37468619/
小说,滔滔生活,[韩]金爱烂,人民文学出版社,2022-10-15,45.00元,8.4,16675,https://book.douban.com/subject/36109148/
小说,安娜·卡列尼娜,[俄] 列夫·托尔斯泰,天津人民出版社,2019-5,145.00元,9.3,1260,https://book.douban.com/subject/33376836/
小说,云边有个小卖部,张嘉佳,湖南文艺出版社,2018-7,42.00元,7.3,98965,https://book.douban.com/subject/30254298/
小说,白日提灯,黎青燃,四川文艺出版社,2023-10,69.8,7.4,579,https://book.douban.com/subject/36508404/
小说,枯枝败叶,[哥伦比亚] 加西亚·马尔克斯,南海出版公司,2013-1,25.00元,7.9,15123,https://book.douban.com/subject/20392525/
小说,单挑,伊坂幸太郎,新星出版社,2015-2,26,7.1,2777,https://book.douban.com/subject/26283162/
小说,鸟儿如雨般落下,[加拿大] 乔斯琳·索西尔,九州出版社,2025-12,49.80元,8.2,224,https://book.douban.com/subject/37305380/
小说,另一个悟空的西游记,苗子兮,广西师范大学出版社,2025-11,76,8.6,373,https://book.douban.com/subject/37820388/
小说,ナッハツェーラーの城,倉野憲比古,倉野憲比古,中央公論新社,2026-3-24,,93,https://book.douban.com/subject/38242369/
小说,书记员巴托比,赫尔曼·梅尔维尔,湖南文艺出版社,2026-4,49.80元,8.9,54,https://book.douban.com/subject/37931233/
小说,裸体午餐,(美)威廉·巴勒斯,作家出版社,2013-5,29.80元,7.1,846,https://book.douban.com/subject/20499704/
小说,晚明,柯山梦,,柯山梦,2012-8,9.0,1406,https://book.douban.com/subject/35383720/
小说,过江梦,张伯驹 著、荣宏君 编,张伯驹 著、荣宏君 编,人民文学出版社,2026-1,8.1,21,https://book.douban.com/subject/37830741/
小说,小红帽捡到匹诺曹后，遇见了……,[日] 青柳碧人,湖南文艺出版社,2025-5,52.00元,6.6,653,https://book.douban.com/subject/37271276/
小说,最后一人,[韩] 金息,国际文化出版公司,2023-7,49.80元,9.1,1923,https://book.douban.com/subject/36445274/
小说,射雕英雄传,金庸,生活·读书·新知三联书店,1999-04,47.00元,9.1,92617,https://book.douban.com/subject/1044547/
小说,马可瓦尔多,[意] 伊塔洛·卡尔维诺,译林出版社,2020-1,42.00元,8.9,26276,https://book.douban.com/subject/34799583/
小说,雪国,[日本] 川端康成,南海出版公司,2013-9-15,CNY 32.00,8.1,57655,https://book.douban.com/subject/24736899/
小说,罗生门,[日] 芥川龙之介,云南人民出版社,2015-8-7,68.00元,9.1,15532,https://book.douban.com/subject/26627837/
小说,沉默的巡游,[日] 东野圭吾,南海出版公司,2020-3,59.00元,7.2,29734,https://book.douban.com/subject/34786086/
小说,小狗钱钱,[德] 博多·舍费尔,中信出版集团,2021-2,39.80元,9.2,33111,https://book.douban.com/subject/35295592/
小说,海边的房间,黄丽群,河南文艺出版社,2021-8,56,7.7,22641,https://book.douban.com/subject/35459915/
小说,我胆小如鼠,余华,江苏凤凰文艺出版社,2024-7-30,49.90元,6.7,8619,https://book.douban.com/subject/36727318/
小说,月亮和六便士,[英] 毛姆,上海译文出版社,2006-8,15.00元,8.9,225154,https://book.douban.com/subject/1858513/
小说,温柔的讲述者,[波兰] 奥尔加·托卡尔丘克,浙江文艺出版社,2026-1,62.00元,8.7,314,https://book.douban.com/subject/37447239/
小说,迷宫中的人,[意] 多纳托·卡瑞西,上海译文出版社,2023-4,68.00元,7.5,490,https://book.douban.com/subject/35959641/
小说,人性记录,[英] 阿加莎·克里斯蒂,新星出版社,2014-1,28.00元,7.8,8204,https://book.douban.com/subject/25811656/
小说,恶行,[德]费迪南德·冯·席拉赫,南海出版公司,2024-1,59.00元,8.1,1946,https://book.douban.com/subject/36315056/
小说,情书,[日] 岩井俊二,南海出版公司,2018-6,45.00元,8.9,16312,https://book.douban.com/subject/30230525/
小说,巧克力与佛,七堇年,新星出版社,2025-9,59.00元,7.2,965,https://book.douban.com/subject/37407149/
小说,北京法源寺,李敖,东方出版社,2025-2-1,49.80,8.9,668,https://book.douban.com/subject/37204500/
小说,遗忘通论,[安哥拉] 若泽·爱德华多·阿瓜卢萨,上海人民出版社,2020-4,59.00元,8.5,4716,https://book.douban.com/subject/34969956/
小说,第六病室,[俄] 契诃夫,上海译文出版社,2022-12,56.00,9.1,1361,https://book.douban.com/subject/36145009/
小说,异星危机,[美] 玛莎·威尔斯,北京联合出版公司,2022-2,49.00元,7.1,844,https://book.douban.com/subject/35677787/
小说,兄弟,余华,作家出版社,2012-9-1,43.00元,8.5,90453,https://book.douban.com/subject/20441957/
小说,一把扭曲的匕首,[英] 安东尼·霍洛维茨,新星出版社,2024-7,59.00元,7.2,1436,https://book.douban.com/subject/36866221/
小说,七个证人,[日] 西村京太郎,新星出版社,2024-7,52.00元,7.3,5465,https://book.douban.com/subject/36826819/
小说,高丘亲王航海记,[日]涩泽龙彦,广西师范大学出版社,2019-1-1,46,8.6,1310,https://book.douban.com/subject/30312117/
小说,开头,海子,人民文学出版社,2026-3,55.00元,7.3,109,https://book.douban.com/subject/38393480/
小说,世界末日前的谋杀,[日] 荒木茜,北京日报出版社,2024-12-20,49.90元,7.1,6190,https://book.douban.com/subject/36952611/
小说,哥白尼博士,[爱尔兰] 约翰·班维尔,浙江文艺出版社,2026-1,68.00元,7.7,19,https://book.douban.com/subject/37854660/
小说,开普勒,[爱尔兰] 约翰·班维尔,浙江文艺出版社,2026-1,65.00元,8.0,13,https://book.douban.com/subject/37843546/
小说,平凡的世界（全三部）,路遥,北京十月文艺出版社,2021-6,138.00,9.1,8814,https://book.douban.com/subject/35493439/
小说,重逢,[英] 弗雷德·乌尔曼,理想国丨广西师范大学出版社,2019-4,42.00元,8.4,2603,https://book.douban.com/subject/30358510/
小说,卡拉马佐夫兄弟,陀思妥耶夫斯基,广西师范大学出版社,2025-3,268.00,9.6,437,https://book.douban.com/subject/37049498/
小说,破镜谋杀案,[英] 阿加莎·克里斯蒂,新星出版社,2014-10,29.00,7.6,3572,https://book.douban.com/subject/25986370/
小说,德伯家的苔丝,[英] 托马斯·哈代,广西师范大学出版社,2021-3,95.00,9.1,3212,https://book.douban.com/subject/35217834/
小说,黑铁时代,[南非] J.M.库切,四川文艺出版社,2024-4-16,62,8.4,406,https://book.douban.com/subject/36663631/
小说,玫瑰的名字,[意] 翁贝托·埃科,上海译文出版社,2010-03,33.00元,8.6,10641,https://book.douban.com/subject/3836566/
小说,北京折叠,浙江教育出版社,,浙江教育出版社,2023-6,6.8,1216,https://book.douban.com/subject/36392347/
小说,天气好的话，我会去找你,[韩]李到禹,太白文艺出版社,2025-11,79,7.9,193,https://book.douban.com/subject/37536783/
小说,苔丝（皮面名著典藏版）,[英] 托马斯·哈代,浙江文艺出版社,2026-1,178.00,9.1,26,https://book.douban.com/subject/37800255/
小说,诡秘之主 1,爱潜水的乌贼,新星出版社,2024-10,49.80元,8.2,262,https://book.douban.com/subject/36996604/
小说,挪威的森林,[日] 村上春树,上海译文出版社,2023-11,78元,8.8,1749,https://book.douban.com/subject/36532345/
小说,智者不入爱河,陈之遥,中信出版集团,2024-1,69.80,8.9,776,https://book.douban.com/subject/36720735/
小说,咖喱的女神,[日] 叶真中显,湖南文艺出版社,2025-6,49.8,6.6,2162,https://book.douban.com/subject/37275113/
小说,金色笔记,[英国] 多丽丝·莱辛,译林出版社,2024-9,138.00元,9.1,180,https://book.douban.com/subject/36890151/
小说,都柏林人,[爱尔兰] 詹姆斯·乔伊斯,江苏凤凰文艺出版社,2024-3-31,45元,8.6,1459,https://book.douban.com/subject/36698409/
小说,秦腔,贾平凹,作家出版社,2005-4,38.00元,7.9,11016,https://book.douban.com/subject/1281653/
小说,死屋手记,[俄] 陀思妥耶夫斯基,上海译文出版社,2015-1,45.00,8.8,8504,https://book.douban.com/subject/25887915/
小说,玻璃之锤,[日] 贵志祐介,北京日报出版社,2023-11-15,59.9,7.1,3118,https://book.douban.com/subject/36462589/
小说,将死未死的青,[日] 乙一,南海出版公司,2020-7,45.00元,7.5,9505,https://book.douban.com/subject/34856708/
小说,城堡,[奥] 弗兰茨·卡夫卡,天津人民出版社,2020-1,49.80元,9.0,7143,https://book.douban.com/subject/34856482/
小说,圣殿春秋,[英] 肯·福莱特,江苏凤凰文艺出版社,2018-7,188元,8.5,12750,https://book.douban.com/subject/30224833/
小说,游击队员,(英)V. S. 奈保尔,南海出版公司,2013-3,32.00元,7.0,351,https://book.douban.com/subject/20488772/
小说,我们的祖先,[意大利] 伊塔洛·卡尔维诺、吴正仪,译林出版社,2008-2,35.00元,9.4,5453,https://book.douban.com/subject/3025618/
小说,美中不足,[法] 莫泊桑,上海译文出版社,2025-12,58,7.6,70,https://book.douban.com/subject/37534844/
小说,虚掷的夏日,[意]詹弗兰科·卡利加里奇,南海出版公司,2023-9,49.00元,7.5,3580,https://book.douban.com/subject/36468894/
小说,假面山庄,[日] 东野圭吾,北京十月文艺出版社,2018-1,45,7.6,37288,https://book.douban.com/subject/27200261/
小说,看的恐惧,韩松,四川科学技术出版社,2025-8-1,52.00,7.2,96,https://book.douban.com/subject/37360206/
小说,水族馆之谜,[日] 青崎有吾,人民文学出版社,2018-5,48.00,7.0,4542,https://book.douban.com/subject/30159798/
小说,蝉时雨,[日] 藤泽周平,译林出版社,2018-8,65.00,8.8,1885,https://book.douban.com/subject/27169514/
小说,庆余年·壹,猫腻,中国友谊出版公司,2008-7,28.00元,8.0,20928,https://book.douban.com/subject/3155622/
小说,白鲸,[美] 赫尔曼·梅尔维尔,译林出版社,2025-5,88.00元,8.6,159,https://book.douban.com/subject/37227877/
小说,1Q84（全三册）,(日)村上春树,南海出版公司,2013-4,111.50元,8.2,11311,https://book.douban.com/subject/20428299/
小说,江南三部曲,格非,北京十月文艺出版社,2019-8-5,158.00元,8.1,6402,https://book.douban.com/subject/34461199/
小说,个人的体验,大江健三郎,浙江文艺出版社,2023-9,58.00元,8.3,804,https://book.douban.com/subject/36458911/
小说,士兵突击,兰晓龙,花山文艺出版社,2007-2,32.00元,9.0,6681,https://book.douban.com/subject/2026211/
小说,哈利·波特与魔法石,[英] J. K. 罗琳,人民文学出版社,2000-9,19.50元,9.2,196839,https://book.douban.com/subject/1041007/
小说,好骨头,[加] 玛格丽特·阿特伍德,河南文艺出版社,2023-2-15,39.9,8.1,5109,https://book.douban.com/subject/36161297/
小说,少数派报告,[美] 菲利普·迪克 (Philip K. Dick),江苏凤凰文艺出版社,2026-1,69.90元,7.8,126,https://book.douban.com/subject/37022487/
小说,绿房子,[秘鲁] 马里奥·巴尔加斯·略萨,人民文学出版社,2022-8,98.00元,8.4,1372,https://book.douban.com/subject/36074027/
小说,其主之声,[波] 斯坦尼斯瓦夫·莱姆,译林出版社,2021-8,46.00元,8.8,6832,https://book.douban.com/subject/35268281/
小说,比海更深,[日] 是枝裕和,北京联合出版公司,2018-3,42.00元,8.1,8261,https://book.douban.com/subject/27088048/
小说,豆子芝麻茶,杨本芬,广东人民出版社,2023-10,39.8,8.5,27955,https://book.douban.com/subject/36560856/
小说,古墓之谜,[英] 阿加莎·克里斯蒂 (Dame Agatha Christie),新星出版社,2014-6,28.00元,7.5,6039,https://book.douban.com/subject/25877121/
小说,綿羊偵探團,萊奧妮．史汪、Leonie Swann、莱奥妮·斯万,皇冠,2008年08月01日,NT 320,8.3,28,https://book.douban.com/subject/3143043/
小说,半泽直树 1,池井户润,现代出版社,2019-11,50.00元,8.1,2193,https://book.douban.com/subject/34428990/
小说,明智恭介的疑案,[日] 今村昌弘,北京联合出版公司,2025-11,59.00元,7.1,926,https://book.douban.com/subject/37367264/
小说,云游,[波兰] 奥尔加·托卡尔丘克,四川人民出版社,2020-1,55.00元,8.5,7836,https://book.douban.com/subject/34889883/
小说,环界3,[日] 铃木光司,南海出版公司,2017-1,39,8.1,4232,https://book.douban.com/subject/26907067/
小说,环界4,铃木光司,南海出版公司,2017-1-1,37,6.3,3274,https://book.douban.com/subject/26907068/
小说,大裂,胡迁,中信出版社,2026-2,48.00,7.7,88,https://book.douban.com/subject/38218962/
小说,见春天,纵虎嗅花,北京联合出版公司,2023-1,49.8元,7.5,3126,https://book.douban.com/subject/36091351/
小说,沧浪之水（插图典藏版）,阎真,湖南文艺出版社,2021-3,56.80,8.8,2094,https://book.douban.com/subject/35381435/
小说,谜底里的谜题,[日] 小川哲,北京联合出版公司,2025-6,45,7.5,177,https://book.douban.com/subject/37287145/
小说,阳光劫匪倒转地球,[日] 伊坂幸太郎,南海出版公司,2018-4,49.5,8.0,4299,https://book.douban.com/subject/27609210/
小说,包法利夫人,[法]福楼拜,上海译文出版社,2011-5-1,20.00元,9.0,9070,https://book.douban.com/subject/6313450/
小说,黑暗中飘香的谎言,[日] 下村敦史,湖南文艺出版社,2019-9,45.00元,7.8,2781,https://book.douban.com/subject/34792523/
小说,美国牧歌,[美] 菲利普·罗斯,上海译文出版社,2020-6,88.00元,8.4,466,https://book.douban.com/subject/35050677/
小说,極限返航,安迪.威爾,三采文化,2022-2-25,NT$480,,184,https://book.douban.com/subject/35680103/
小说,冰与火之歌,[美]乔治·R.R.马丁,重庆出版社,2013-10-1,330.00元,9.5,22039,https://book.douban.com/subject/25826936/
小说,太阳照常升起,海明威、赵静男,上海译文出版社,2004-6-1,17.00,7.9,5047,https://book.douban.com/subject/1174722/
小说,受戒,汪曾祺、王风,北京十月文艺出版社,2012-7,36.00元,9.3,9336,https://book.douban.com/subject/10794792/
小说,蓝另一种蓝,(日) 山本文绪,南海出版公司,2012-10,25.00元,7.7,10490,https://book.douban.com/subject/6885715/
小说,丧钟为谁而鸣,[美] 欧内斯特·海明威,上海译文出版社,2019-8,72.00,8.5,1554,https://book.douban.com/subject/33657708/
小说,宋慈洗冤笔记 3,巫童,四川文艺出版社,2024-4,58.00元,7.8,3227,https://book.douban.com/subject/36809032/
小说,刀锋,[英] 毛姆、[英国] 威廉·萨默塞特·毛姆,北京日报出版社,2023-2,76.00元,9.1,2662,https://book.douban.com/subject/36177611/
小说,六小时后你会死,[日] 高野和明,中国友谊出版公司,2024-1,59.00元,6.9,4297,https://book.douban.com/subject/36628430/
小说,惨败,[波] 斯坦尼斯瓦夫·莱姆,译林出版社,2021-8,58.00元,9.0,2493,https://book.douban.com/subject/35268282/
小说,走在蓝色的田野上,[爱尔兰] 克莱尔·吉根,人民文学出版社,2017-11,39.00,8.5,3425,https://book.douban.com/subject/27140011/
小说,我的帝王生涯,苏童,人民文学出版社,2024-9,48.00元,7.7,1080,https://book.douban.com/subject/37050140/
小说,喜鹊谋杀案,[英] 安东尼·霍洛维茨,新星出版社,2019-6,69.00元,7.4,19800,https://book.douban.com/subject/33445034/
小说,月亮和六便士,[英] 毛姆,上海译文出版社,2009-10,32.00元,9.1,61949,https://book.douban.com/subject/4123116/
小说,秘密,全勇先,人民文学出版社,2025-12,49.00元,7.8,49,https://book.douban.com/subject/38233742/
小说,野狗骨头,休屠城,北京联合出版公司,2024-9,54.8,6.8,852,https://book.douban.com/subject/36954809/
小说,嫌疑人X的献身,[日] 东野圭吾,南海出版公司,2022-5,59.00元,9.1,2836,https://book.douban.com/subject/35718847/
小说,禁忌之子,山口未櫻,獨步文化,2026-1,NT$480,,41,https://book.douban.com/subject/37851855/
小说,梦托邦,[日] 结城真一郎,新星出版社,2025-11,56.00元,6.9,219,https://book.douban.com/subject/37321256/
小说,树上的男爵,[意] 伊塔洛·卡尔维诺,译林出版社,2019-8,52.00元,9.0,2975,https://book.douban.com/subject/34431931/
历史,安史之乱,张诗坪、胡可奇,上海人民出版社,2025-8,138.00元,9.1,2183,https://book.douban.com/subject/37118766/
历史,康熙的红票,孙立天,商务印书馆,2024-3,78,9.3,16410,https://book.douban.com/subject/36794613/
历史,历史中的大与小,马伯庸,湖南文艺出版社,2025-12-31,56,7.5,2952,https://book.douban.com/subject/37869944/
历史,逐鹿,张诗坪,岳麓书社,2026-4,78,9.0,277,https://book.douban.com/subject/38392887/
历史,历史缝隙里的人,郑小悠,生活·读书·新知三联书店,2026-3,79.00元,7.8,208,https://book.douban.com/subject/37940383/
历史,抵达世界的尽头,[德] 雷蒙德·舒尔茨,北京科学技术出版社,2026-4,138.00元,9.4,117,https://book.douban.com/subject/37489328/
历史,甲午,沙青青,奇遇时刻｜广西师范大学出版社,2026-4,59,8.6,139,https://book.douban.com/subject/38410337/
历史,万历十五年,[美] 黄仁宇,生活·读书·新知三联书店,1997-5,18.00元,9.0,218339,https://book.douban.com/subject/1041482/
历史,中世纪城市生活,[美] 弗朗西丝·吉斯、[美] 约瑟夫·吉斯,北京联合出版公司,2026-3,112.00元,9.1,175,https://book.douban.com/subject/37925547/
历史,河山,施展,湖南文艺出版社,2026-3-30,108.00元,8.2,232,https://book.douban.com/subject/38406567/
历史,情奔何处,何其亮,广东人民出版社,2026-4,78.00元,8.8,112,https://book.douban.com/subject/38214213/
历史,翦商,李硕,广西师范大学出版社,2022-10,99.00元,8.8,38936,https://book.douban.com/subject/36096304/
历史,英格兰人民及其历史,(英) 罗伯特·图姆斯,民主与建设出版社,2026-2,218.00元,9.4,139,https://book.douban.com/subject/37898152/
历史,狄仁杰与武则天,吴鹏,北京联合出版公司,2026-3,88,7.5,241,https://book.douban.com/subject/37899426/
历史,东晋门阀政治,田余庆,北京大学出版社,2012-5,49.00元,9.5,17955,https://book.douban.com/subject/10758290/
历史,欧亚大陆的枢纽,［法］玛丽·法弗罗 Marie Favereau,中国友谊出版公司,2026-4,88.00元,8.4,151,https://book.douban.com/subject/37940382/
历史,叫魂,[美] 孔飞力,生活·读书·新知三联书店 上海三联书店,2014-6,38.00元,9.2,41617,https://book.douban.com/subject/25912076/
历史,中世纪城堡生活,[美] 弗朗西丝·吉斯、[美] 约瑟夫·吉斯,北京联合出版公司,2026-3,88.00元,8.9,162,https://book.douban.com/subject/37889369/
历史,隳三都,周思成,山西人民出版社,2021-1,68.00元,8.7,6866,https://book.douban.com/subject/35336328/
历史,中国历代政治得失,钱穆,生活·读书·新知三联书店,2001,12.00元,9.2,83709,https://book.douban.com/subject/1003479/
历史,何处是“中州”？,江湄,生活·读书·新知三联书店,2026-3,86.00元,8.0,150,https://book.douban.com/subject/37474399/
历史,中世纪乡村生活,[美] 弗朗西丝·吉斯、[美] 约瑟夫·吉斯,北京联合出版公司,2026-3,96.00元,9.0,145,https://book.douban.com/subject/37889368/
历史,外戚与皇权,李禹阶、秦学颀,天津古籍出版社,2026,128.00元,7.3,194,https://book.douban.com/subject/37422073/
历史,筚路维艰,萧冬连,社会科学文献出版社,2014-10,45.00元,9.5,25049,https://book.douban.com/subject/26171466/
历史,袁氏当国（插图版）,(美) 唐德刚,民主与建设出版社,2026-4,69.00元,9.2,99,https://book.douban.com/subject/37889819/
历史,谁让历史流行起来,[英] 尼克·威瑟姆,广东人民出版社,2026-4,78.00元,8.7,28,https://book.douban.com/subject/37900231/
历史,冯道,[日] 砺波护,浙江人民出版社,2025-11,68元,8.4,523,https://book.douban.com/subject/37534730/
历史,她们的西南联大岁月,郑绩,团结出版社,2026-1,68.00,8.5,617,https://book.douban.com/subject/37897740/
历史,天朝的崩溃,茅海建,生活·读书·新知三联书店,2014-10,59.00元,9.4,19088,https://book.douban.com/subject/25935941/
历史,弃长安,张明扬,天地出版社,2021-12,68.00元,8.4,12890,https://book.douban.com/subject/35678328/
历史,说三分,刘勃,新星出版社,2024-12,78元,8.7,912,https://book.douban.com/subject/36964205/
历史,纸上的权利,刘楷悦,上海三联书店,2026-2,58.00元,9.2,499,https://book.douban.com/subject/38188848/
历史,东行漫记,邹德怀,上海译文出版社,2026-4,98.00,8.9,79,https://book.douban.com/subject/38213827/
历史,危机与重构,李碧妍,北京师范大学出版社,2015-8-1,79.80元,9.1,4103,https://book.douban.com/subject/26603137/
历史,浮生明灭,周琳,上海人民出版社,2026-6,90,,40,https://book.douban.com/subject/38188679/
历史,邓小平时代,【美】傅高义 (Ezra.F.Vogel),生活·读书·新知三联书店,2013-1-18,88.00元,9.4,87621,https://book.douban.com/subject/20424526/
历史,乱世离歌,陶懋炳,贵州人民出版社,2026-1,98.00,8.7,248,https://book.douban.com/subject/36862677/
历史,祥瑞,张向荣,上海人民出版社,2021-8,79.80元,8.8,11550,https://book.douban.com/subject/35519560/
历史,魏晋之际的政治权力与家族网络（修订本）,仇鹿鸣,上海古籍出版社,2020-8,88.00元,9.4,1359,https://book.douban.com/subject/35166545/
历史,历史的温度8,张玮,中信出版社,2026-4,68,7.9,236,https://book.douban.com/subject/38425166/
历史,从草原到海洋,[美] 梅天穆 (Timothy May),九州出版社,2026-4,92.00元,8.7,80,https://book.douban.com/subject/37761191/
历史,裂周：青铜王朝的崩溃与重生,罗三洋,天地出版社,2026-5-1,88.00,8.8,66,https://book.douban.com/subject/38434722/
历史,突厥,陈浩,商务印书馆,2026-5,48.00元,7.9,44,https://book.douban.com/subject/38432992/
历史,为历史学辩护,马克·布洛赫,四川人民出版社,2025-1-1,59.00元,9.6,50,https://book.douban.com/subject/37170384/
历史,神圣罗马帝国,[奥] 弗里德里希·希尔,中国友谊出版公司,2026-3,128.00元,8.7,144,https://book.douban.com/subject/37900193/
历史,崖山,张明扬,中信出版社,2024-8-25,69.00,8.4,2859,https://book.douban.com/subject/36903786/
历史,刺墨,[以] 乐永天,中信出版社,2026-3,68.00元,8.0,57,https://book.douban.com/subject/37502957/
历史,什么是东洋史,黄东兰,生活·读书·新知三联书店,2026-3,75.00元,8.6,83,https://book.douban.com/subject/37817700/
历史,戏外之戏,吴存存,广西师范大学出版社,2026-4-30,79.00,9.1,111,https://book.douban.com/subject/38196503/
历史,人类简史,[以色列] 尤瓦尔·赫拉利,中信出版社,2014-11,68.00元,9.1,215309,https://book.douban.com/subject/25985021/
历史,古罗马信息图,[法]约翰·沙伊德、[法]米兰·梅洛科、[法]尼古拉·吉耶拉,天津人民出版社,2026-1,108.00元,9.0,112,https://book.douban.com/subject/38236249/
历史,百年周期,[美] 彼得·图尔钦、[俄] 谢尔盖·涅菲多夫,中信出版社,2026-3,98.00元,7.8,19,https://book.douban.com/subject/38385394/
历史,晚清华北乡村,王庆成,广西师范大学出版社,2026-4,69,,10,https://book.douban.com/subject/38391758/
历史,天女、女神与王朝之母,[美] 罗汉 (N. Harry Rothschild),冯立君,社会科学文献出版社,2026-4,8.5,20,https://book.douban.com/subject/38179611/
历史,劫掠、贸易与海洋帝国,[美] 埃莉诺·哈伯德,北京科学技术出版社,2026-3,98.00元,9.3,54,https://book.douban.com/subject/37421997/
历史,中国的奋斗,[美]徐中约,当代世界出版社,2024-2,138.00元,9.1,1645,https://book.douban.com/subject/36526876/
历史,焦虑的王权,黄修志,上海古籍出版社,2026-2,128.00元,9.4,29,https://book.douban.com/subject/38226198/
历史,希腊别传,陈嘉映,广西师范大学出版社,2025-1,52.00元,8.7,2073,https://book.douban.com/subject/37096858/
历史,两晋,朱良,海峡书局,2026-5,88元,9.6,109,https://book.douban.com/subject/37817685/
历史,魏晋南北朝,[日] 川胜义雄,九州出版社,2022-1,88.00元,8.4,3712,https://book.douban.com/subject/35671921/
历史,全球通史,[美] 斯塔夫里阿诺斯,北京大学出版社,2024-6,168.00元,9.2,644,https://book.douban.com/subject/36609039/
历史,霓虹灯外,[美] 卢汉超,上海书店出版社,2026-2,128.00,9.1,118,https://book.douban.com/subject/37869252/
历史,海东实录,[韩] 朴永圭,重庆出版社,2026-3,78.00元,8.3,55,https://book.douban.com/subject/38399639/
历史,秦谜,李开元,上海人民出版社,2026-1-1,88.00元,7.7,279,https://book.douban.com/subject/37438720/
历史,明朝的钱去哪儿了,华腾达,上海远东出版社,2023-11-1,78.00元,7.1,212,https://book.douban.com/subject/36651419/
历史,细说宋朝,虞云国,上海人民出版社,2019-7,78,9.1,3542,https://book.douban.com/subject/33443912/
历史,明代疑事探微,高寿仙 著,四川人民出版社,2026-4,89.00元,9.4,41,https://book.douban.com/subject/38190485/
历史,黄河：从大禹治水到人类世,[美]马瑞诗(Ruth Mostern),研究出版社,2026-5,92.00元,8.4,75,https://book.douban.com/subject/38433983/
历史,三十六计与三国谋略,宋杰,北京科学技术出版社,2026-6,98.00元,,92,https://book.douban.com/subject/38408117/
历史,转轨,武黎嵩,天地出版社,2026-4,78.00元,8.2,71,https://book.douban.com/subject/37411159/
历史,乱世人心,王宏杰,四川人民出版社,2023-7,98.00,7.5,1036,https://book.douban.com/subject/36428696/
